评论时间,处理内容,评论者IP归属地,评论内容,用户地理位置,评论者性别,情感分析
24年08月09日 12:07,"<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />转发给朋友们看看",来自福建,[doge]转发给朋友们看看,北京 东城区,女,0.559467961
24年08月09日 12:02,上线11天就这么火，罗伯特果然毒舌😆🔥 #人工智能,来自云南,上线11天就这么火，罗伯特果然毒舌😆🔥 #人工智能,北京 东城区,女,0.00279425
24年08月09日 12:02,不服来战！我竟然被罗伯特怼了🤖💥 #推特版罗伯特,来自山东,不服来战！我竟然被罗伯特怼了🤖💥 #推特版罗伯特,北京 东城区,女,0.048382324
24年08月09日 11:57,这机器人是哪个公司的呀,来自江西,这机器人是哪个公司的呀,北京 东城区,女,0.451624994
24年08月09日 11:47,这机器人咋火起来的,来自天津,这机器人咋火起来的,北京,女,0.473767218
24年08月09日 11:38,这有点超过我的知识阈厉害了,来自江西,这有点超过我的知识阈厉害了,北京 东城区,女,0.596060083
24年08月09日 11:32,有官方中文版么,来自广东,有官方中文版么,北京 东城区,女,0.857750755
24年08月09日 11:22,"玩起来<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自云南,玩起来[嘻嘻][嘻嘻],北京 东城区,女,0.997667046
24年08月09日 11:18,好有趣，好想玩一下,来自福建,好有趣，好想玩一下,北京 东城区,女,0.911452171
24年08月09日 11:47,这玩意儿是干啥用的啊,来自天津,这玩意儿是干啥用的啊,北京,女,0.011291359
24年08月09日 11:46,这个ai好有趣哈哈哈哈哈哈,来自安徽,这个ai好有趣哈哈哈哈哈哈,北京 东城区,女,0.995001804
24年08月09日 11:35,这个推文版的robert有点厉害哦,来自广东,这个推文版的robert有点厉害哦,北京 东城区,女,0.312825549
24年08月09日 11:33,这个AI一上线就火了，看来吐槽也是门艺术😆#推特版罗伯特,来自贵州,这个AI一上线就火了，看来吐槽也是门艺术😆#推特版罗伯特,北京 东城区,女,0.133432136
24年08月09日 11:32,哈哈这ai好幽默,来自贵州,哈哈这ai好幽默,北京 东城区,女,0.644854585
24年08月09日 11:31,居然看到有人推荐这个ai给我,来自江西,居然看到有人推荐这个ai给我,北京 东城区,女,0.306887877
24年08月09日 11:30,啊这…想试试它能给我带来什么好运,来自贵州,啊这…想试试它能给我带来什么好运,北京 东城区,女,0.627315724
24年08月09日 11:30,这玩意儿要是能懂中文就好了,来自广东,这玩意儿要是能懂中文就好了,北京 东城区,女,0.557162494
24年08月09日 11:25,哈哈这是哪来的宝藏,来自广东,哈哈这是哪来的宝藏,北京 东城区,女,0.944444444
24年08月09日 11:18,时尚毒舌AI上线，让我们痛并快乐着吧😅#推特版罗伯特,来自河北,时尚毒舌AI上线，让我们痛并快乐着吧😅#推特版罗伯特,北京 东城区,女,0.90697691
24年08月09日 11:18,这ai也太搞笑了吧哈哈哈,来自广东,这ai也太搞笑了吧哈哈哈,北京 东城区,女,0.65430568
24年08月09日 11:16,在忙成陀螺的日子里还能有个幽默风趣的朋友陪我说说话,来自江西,在忙成陀螺的日子里还能有个幽默风趣的朋友陪我说说话,北京 东城区,女,0.723234917
24年08月09日 11:08,啊这…我也来试试看,来自江苏,啊这…我也来试试看,北京,女,0.754460813
24年08月09日 11:01,罗伯特上线11天就圈粉400万，真是流量奇迹😮#人工智能,来自辽宁,罗伯特上线11天就圈粉400万，真是流量奇迹😮#人工智能,北京 东城区,女,0.481312831
24年08月09日 10:56,谁还不会说话呢,来自安徽,谁还不会说话呢,北京 东城区,女,0.380674789
24年08月09日 10:55,这玩意儿是干嘛用的啊,来自贵州,这玩意儿是干嘛用的啊,北京 东城区,女,0.146251148
24年08月09日 10:54,刚看了下热度居然这么高,来自江西,刚看了下热度居然这么高,北京 东城区,女,0.031568588
24年08月08日 15:21,奥特曼又在搞事情，我也要期待一下！,来自云南,奥特曼又在搞事情，我也要期待一下！,北京 东城区,女,0.738459058
24年08月08日 15:16,看完图片后，我对GPT—5的期待值已经爆表了！,来自江苏,看完图片后，我对GPT—5的期待值已经爆表了！,北京 东城区,女,0.833989189
24年08月08日 15:12,这是要迎接GPT—5的到来吗？,来自辽宁,这是要迎接GPT—5的到来吗？,北京 东城区,女,0.873101238
24年08月08日 14:54,图片里的5颗草莓好像有寓意，GTP—5真的要来了吗？,来自江苏,图片里的5颗草莓好像有寓意，GTP—5真的要来了吗？,北京 东城区,女,0.773806028
24年08月08日 14:42,5更惊艳！✨🍓,来自江苏,5更惊艳！✨🍓,北京 东城区,女,0.837268183
24年08月08日 14:38,五颗草莓还隐藏啥？厉害的人工智能来了吗？🤖🍓,来自广东,五颗草莓还隐藏啥？厉害的人工智能来了吗？🤖🍓,北京 东城区,女,0.742694553
24年08月08日 11:54,有了AI机器人，做作业不怕了，还能聊聊最新时尚潮流！🤖✨,来自福建,有了AI机器人，做作业不怕了，还能聊聊最新时尚潮流！🤖✨,北京 东城区,女,0.993090622
24年08月08日 11:46,"AI现在确实越来越多了 我也要好好了解一下<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /><img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自江苏,AI现在确实越来越多了 我也要好好了解一下[doge][doge],北京 东城区,女,0.700424339
24年08月08日 11:37,用AI机器人写作业？那剩下的时间就可以尽情探索时尚了！👗🕶️,来自云南,用AI机器人写作业？那剩下的时间就可以尽情探索时尚了！👗🕶️,北京 东城区,女,0.999643535
24年08月08日 11:26,AI不仅帮我做作业，还可以陪我玩游戏，简直是万能小助手！😁🎮,来自江西,AI不仅帮我做作业，还可以陪我玩游戏，简直是万能小助手！😁🎮,北京 东城区,女,0.974665253
24年08月08日 11:24,感觉可以运用到很多地方，比如写作业啥的,来自天津,感觉可以运用到很多地方，比如写作业啥的,北京,女,0.902364635
24年08月08日 11:23,AI聊天机器人在逐渐改变我们的生活方式，让我们更加便捷高效地获取信息和交流,来自贵州,AI聊天机器人在逐渐改变我们的生活方式，让我们更加便捷高效地获取信息和交流,北京 东城区,女,0.999189908
24年08月08日 11:21,AI太强了，帮我搞定作业还能推荐新游戏，爱了！😍🕹️,来自江西,AI太强了，帮我搞定作业还能推荐新游戏，爱了！😍🕹️,北京 东城区,女,0.941114102
24年08月08日 11:07,AI现在真的是越来越多了 不知道我们是不是有机会上机器！,来自广东,AI现在真的是越来越多了 不知道我们是不是有机会上机器！,北京 东城区,女,0.617679497
24年08月07日 17:42,我感觉也许可以吧 不知道是不是真的有用,来自福建,我感觉也许可以吧 不知道是不是真的有用,北京 东城区,女,0.589309889
24年08月07日 17:39,我觉得可以啊 毕竟现在ai 技术越来越成熟了,来自江西,我觉得可以啊 毕竟现在ai 技术越来越成熟了,北京 东城区,女,0.926414083
24年08月07日 17:22,"AI判案未来或成新常态，期待更多应用😊<a href=""//s.weibo.com/weibo?q=%23%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%23"" target=""_blank"">#人工智能#</a>",来自山东,AI判案未来或成新常态，期待更多应用😊#人工智能#,北京 东城区,女,0.958064871
24年08月07日 17:14,"AI在审理案件中的应用真是时代潮流！👀<a href=""//s.weibo.com/weibo?q=%23%E4%BD%A0%E5%A5%BD%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%97%B6%E4%BB%A3%23"" target=""_blank"">#你好人工智能时代#</a>",来自江苏,AI在审理案件中的应用真是时代潮流！👀#你好人工智能时代#,北京 东城区,女,0.996641767
24年08月07日 17:13,AI还能助力审判案件，法院也愿意辅助,来自贵州,AI还能助力审判案件，法院也愿意辅助,北京,女,0.915197003
24年08月07日 17:08,AI技术确实很先进 我也很期待这次的尝试,来自安徽,AI技术确实很先进 我也很期待这次的尝试,北京 东城区,女,0.978559813
24年08月07日 16:59,不知道这样的使用对案件审理有帮助不？,来自江西,不知道这样的使用对案件审理有帮助不？,北京 东城区,女,0.789731488
24年08月07日 15:01,GTP4o新版本终于上线了，期待更多惊喜！,来自江西,GTP4o新版本终于上线了，期待更多惊喜！,北京 东城区,女,0.959843376
24年08月07日 14:59,看GPT4o更新后的效果，惊艳到我了！,来自辽宁,看GPT4o更新后的效果，惊艳到我了！,北京 东城区,女,0.747334604
24年08月07日 14:47,这次更新后的GPT4o也太强大了吧！,来自山东,这次更新后的GPT4o也太强大了吧！,北京 东城区,女,0.435573597
24年08月07日 14:36,"这也太智能了吧<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自江苏,这也太智能了吧[打call][打call],北京 东城区,女,0.314571211
24年08月07日 14:35,有用的知识又增加了啊！,来自江西,有用的知识又增加了啊！,北京 东城区,女,0.943279246
24年08月07日 14:57,"有这个就放心多了啊<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自云南,有这个就放心多了啊[嘻嘻],北京 东城区,女,0.977883308
24年08月07日 14:35,会的，就是很少碰到这种情况,来自辽宁,会的，就是很少碰到这种情况,北京 东城区,女,0.375050603
24年08月07日 14:33,Apple Intelligence不能再编造，邮件回复更靠谱！🙌,来自辽宁,Apple Intelligence不能再编造，邮件回复更靠谱！🙌,北京 东城区,女,0.009908719
24年08月07日 14:26,苹果真是把用户体验放在了第一位啊！,来自江苏,苹果真是把用户体验放在了第一位啊！,北京 东城区,女,0.651317082
24年08月07日 14:23,你遇到过AI胡说八道吗？,来自广东,你遇到过AI胡说八道吗？,北京 东城区,女,0.196009054
24年08月07日 14:13,"AI现在越来越多了 我都不敢发信息了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自云南,AI现在越来越多了 我都不敢发信息了[允悲][允悲][允悲],北京 东城区,女,0.999747019
24年08月07日 14:11,苹果的AI技术真是太棒了，令人惊叹！,来自贵州,苹果的AI技术真是太棒了，令人惊叹！,北京,女,0.99505344
24年08月07日 11:50,人工智能配音这么靠谱，游戏体验会更沉浸吧？🎮✨,来自贵州,人工智能配音这么靠谱，游戏体验会更沉浸吧？🎮✨,北京 东城区,女,0.918277875
24年08月07日 11:26,感觉AI现在发展的很快啊！,来自安徽,感觉AI现在发展的很快啊！,北京 东城区,女,0.97216549
24年08月07日 12:21,"感觉是遥遥领先的节奏了<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自辽宁,感觉是遥遥领先的节奏了[打call],北京 东城区,女,0.964544242
24年08月07日 12:17,很期待苹果AI的应用，尤其是时尚领域的创新！,来自云南,很期待苹果AI的应用，尤其是时尚领域的创新！,北京 东城区,女,0.999868151
24年08月07日 12:00,苹果AI技术真是太棒了，期待能够早日普及到市场上,来自江西,苹果AI技术真是太棒了，期待能够早日普及到市场上,北京 东城区,女,0.987018255
24年08月07日 11:58,这个话题很奇怪呀，我们不应该都是在讨论苹果推出AI吗？,来自江苏,这个话题很奇怪呀，我们不应该都是在讨论苹果推出AI吗？,北京 东城区,女,0.819899173
24年08月07日 11:36,"我可不看好它在中国的推成<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自贵州,我可不看好它在中国的推成[doge],北京 东城区,女,0.242258038
